"","id","created_at","text","url","retruth_count","like_count","reply_count","engagement_ratio","is_retruth","hour_of_day","day_of_week","is_weekend","days_since_last_post","sentiment_score","sentiment_label","emotion","readability_score","word_count","cap_ratio","all_caps_word_count","exclamation_count","question_count","ellipsis_count","link_count","hashtag_count","hashtag_list","post_length_category","mentions_media","media_outlets_mentioned","politicians_mentioned","countries_mentioned","companies_mentioned","mentions_person","toxicity_score","topic","rhetorical_device","target_entity","sentiment_toward_target","is_policy_related","has_text"
"11",113865264606389072,2025-01-21 07:54:14.175,"RT @TeamTrump🚨 President Trump signs an Executive Order to bring reforms to the federal workforce","https://truthsocial.com/@realDonaldTrump/113865264606389065",0,0,0,0,"False",7,"Tuesday","False",0,0,"neutral","unknown",9.9,15,0.0964,1,0,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @TeamTrump\ud83d\udea8""]","[""Trump""]",0.0011,"Other","Policy Statement","federal workforce","neutral","True","True"
"12",113865264973657376,2025-01-21 07:54:19.779,"RT @TeamTrump🚨 President Trump signs an Executive Order to keep TikTok alive so that a deal can be reached","https://truthsocial.com/@realDonaldTrump/113865264973657369",0,0,0,0,"False",7,"Tuesday","False",0,0.4588,"positive","unknown",8.6,19,0.1136,1,0,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @TeamTrump\ud83d\udea8"", ""TikTok""]","[""Trump""]",0.0023,"Other","Policy Statement","TikTok","positive","True","True"
"13",113865265386909840,2025-01-21 07:54:26.084,"RT @TeamTrump🚨 President Trump signs an order creating the Department of Government Efficiency, also known as DOGE","https://truthsocial.com/@realDonaldTrump/113865265386909854",0,0,0,0,"False",7,"Tuesday","False",0,0.5719,"positive","unknown",11.9,17,0.1327,2,0,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @TeamTrump\ud83d\udea8"", ""the Department of Government Efficiency"", ""DOGE""]","[""Trump""]",0.0013,"Other","Policy Statement","Department of Government Efficiency","positive","True","True"
"14",113865265792591888,2025-01-21 07:54:32.275,"RT @TeamTrump🚨 President Trump signs an Executive Order to secure the southern border","https://truthsocial.com/@realDonaldTrump/113865265792591897",0,0,0,0,"False",7,"Tuesday","False",0,0.34,"positive","unknown",9.4,13,0.1096,1,0,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @TeamTrump\ud83d\udea8""]","[""Trump""]",0.0011,"Immigration","Policy Statement","southern border","positive","True","True"
"15",113865266401523088,2025-01-21 07:54:41.567,"RT @TeamTrump🚨 President Trump signs a proclamation declaring a NATIONAL EMERGENCY at the southern border","https://truthsocial.com/@realDonaldTrump/113865266401523087",0,0,0,0,"False",7,"Tuesday","False",0,-0.516,"negative","unknown",13.1,15,0.2527,3,0,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @TeamTrump\ud83d\udea8""]","[""Trump""]",8e-04,"Immigration","","southern border","neutral","True","True"
"16",113865267313503360,2025-01-21 07:54:55.485,"","https://truthsocial.com/@realDonaldTrump/113865267313503356",8109,35386,2418,0.7707,"False",7,"Tuesday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"17",113867846468188208,2025-01-21 18:50:50.26,"","https://truthsocial.com/@realDonaldTrump/113867846468188193",4159,21466,432,0.8238,"False",18,"Tuesday","False",0.46,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"18",113867847306138080,2025-01-21 18:51:03.046,"","https://truthsocial.com/@realDonaldTrump/113867847306138080",4530,23969,349,0.8309,"False",18,"Tuesday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"19",113867848134953616,2025-01-21 18:51:15.693,"","https://truthsocial.com/@realDonaldTrump/113867848134953623",4641,23742,444,0.8236,"False",18,"Tuesday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"20",113867849005330112,2025-01-21 18:51:28.973,"","https://truthsocial.com/@realDonaldTrump/113867849005330104",5079,25653,537,0.8204,"False",18,"Tuesday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"21",113867853345709648,2025-01-21 18:52:35.203,"","https://truthsocial.com/@realDonaldTrump/113867853345709635",7028,34179,1169,0.8066,"False",18,"Tuesday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"22",113867937606196896,2025-01-21 19:14:00.915,"","https://truthsocial.com/@realDonaldTrump/113867937606196888",6328,28938,1122,0.7953,"False",19,"Tuesday","False",0.01,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"23",113867941930808416,2025-01-21 19:15:06.903,"https://www.foxnews.com/politics/trump-signs-dozens-executive-orders-fulfilling-many-campaign-promises","https://truthsocial.com/@realDonaldTrump/113867941930808418",4615,25503,1326,0.8111,"False",19,"Tuesday","False",0,0,"neutral","unknown",268,1,0,0,0,0,0,1,0,"[]","short","True","[""Fox""]","[]","[]","[]","[]",7e-04,"Other","Boast","Donald Trump","positive","True","True"
"24",113868008052629072,2025-01-21 19:31:55.846,"","https://truthsocial.com/@realDonaldTrump/113868008052629066",9192,42541,2870,0.7791,"False",19,"Tuesday","False",0.01,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"25",113868737839409104,2025-01-21 22:37:31.505,"https://thefederalist.com/2025/01/17/trump-should-pardon-d-c-s-good-cops-victimized-by-bidens-soft-on-crime-doj/","https://truthsocial.com/@realDonaldTrump/113868737839409109",4289,18765,1048,0.7786,"False",22,"Tuesday","False",0.13,0,"neutral","unknown",232.6,1,0,0,0,0,0,1,0,"[]","short","False","[]","[""Biden""]","[]","[]","[]",0.0095,"Legal","Policy Statement","D.C. cops","positive","True","True"
"26",113868898660221088,2025-01-21 23:18:25.436,"RT @realDonaldTrumpMy NEW Official Trump Meme is HERE! It’s time to celebrate everything we stand for: WINNING! Join my very special Trump Community. GET YOUR $TRUMP NOW. Go to http://gettrumpmemes.com/ — Have Fun!","https://truthsocial.com/@realDonaldTrump/113868898660221095",0,0,0,0,"False",23,"Tuesday","False",0.03,0.9531,"positive","unknown",4.9,33,0.2418,8,3,0,0,1,0,"[]","short","True","[""Time""]","[]","[]","[""Trump Community""]","[""TRUMP"", ""Trump Meme""]",0.0068,"Other","Call to Action","Trump Community","positive","False","True"
"27",113869112741612080,2025-01-22 00:12:52.058,"I just called the mother of Ross William Ulbricht to let her know that in honor of her and the Libertarian Movement, which supported me so strongly, it was my pleasure to have just signed a full and unconditional pardon of her son, Ross. The scum that worked to convict him were some of the same lunatics who were involved in the modern day weaponization of government against me. He was given two life sentences, plus 40 years. Ridiculous!","https://truthsocial.com/@realDonaldTrump/113869112741612092",9334,43626,2503,0.7866,"False",0,"Wednesday","False",0.04,0.8803,"positive","unknown",11.4,79,0.0276,0,1,0,0,0,0,"[]","short","True","[""AP""]","[]","[]","[""the Libertarian Movement""]","[""Ross"", ""Ross William Ulbricht""]",0.421,"Legal","Policy Statement","Ross William Ulbricht","positive","True","True"
"28",113869275417895920,2025-01-22 00:54:14.302,"","https://truthsocial.com/@realDonaldTrump/113869275417895927",5601,24673,2031,0.7638,"False",0,"Wednesday","False",0.03,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"29",113870397327465232,2025-01-22 05:39:33.287,"The so-called Bishop who spoke at the National Prayer Service on Tuesday morning was a Radical Left hard line Trump hater. She brought her church into the World of politics in a very ungracious way. She was nasty in tone, and not compelling or smart. She failed to mention the large number of illegal migrants that came into our Country and killed people. Many were deposited from jails and mental institutions. It is a giant crime wave that is taking place in the USA. Apart from her inappropriate statements, the service was a very boring and uninspiring one. She is not very good at her job! She and her church owe the public an apology! t","https://truthsocial.com/@realDonaldTrump/113870397327465225",16906,65352,13698,0.6811,"False",5,"Wednesday","False",0.2,-0.9833,"negative","unknown",7,116,0.0417,1,2,0,0,0,0,"[]","medium","True","[""AP""]","[]","[""USA""]","[""Trump"", ""Bishop"", ""the National Prayer Service""]","[]",0.0249,"Religion","Insult","Bishop","negative","False","True"
"30",113872493479587312,2025-01-22 14:32:38.025,"","https://truthsocial.com/@realDonaldTrump/113872493479587305",7561,35683,2177,0.7856,"False",14,"Wednesday","False",0.37,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"31",113872606515385744,2025-01-22 15:01:22.815,"RT @markweltzin","https://truthsocial.com/@realDonaldTrump/113872606515385741",0,0,0,0,"False",15,"Wednesday","False",0.02,0,"neutral","unknown",2.9,2,0.1429,1,0,0,0,0,0,"[]","short","False","[]","[]","[]","[]","[]",0.0012,"Other","Other","","neutral","False","True"
"32",113872608052490720,2025-01-22 15:01:46.27,"RT @MagaGlamWe ♥️ You @MelaniaTrump","https://truthsocial.com/@realDonaldTrump/113872608052490737",0,0,0,0,"False",15,"Wednesday","False",0,0.6369,"positive","unknown",15.5,5,0.2581,1,0,0,0,0,0,"[]","short","False","[]","[]","[""RT""]","[]","[]",0.4268,"Personal","Praise","Melania Trump","positive","False","True"
"33",113872608731279840,2025-01-22 15:01:56.628,"RT @SilverKnight57Best FLOTUS Ever!!!","https://truthsocial.com/@realDonaldTrump/113872608731279858",0,0,0,0,"False",15,"Wednesday","False",0,0,"neutral","unknown",6.6,4,0.3529,2,3,0,0,0,0,"[]","short","False","[]","[]","[]","[""RT @SilverKnight57Best FLOTUS Ever""]","[]",0.3045,"Personal","Praise","Melania Trump","positive","False","True"
"34",113872613516469440,2025-01-22 15:03:09.644,"RT @MagaGlam♥️🙏🏻","https://truthsocial.com/@realDonaldTrump/113872613516469430",0,0,0,0,"False",15,"Wednesday","False",0,0.6369,"positive","unknown",14.7,2,0.2667,1,0,0,0,0,0,"[]","short","False","[]","[]","[""RT""]","[]","[]",0.0069,"Personal","Praise","","positive","False","True"
"35",113872615551477728,2025-01-22 15:03:40.711,"RT: https://truthsocial.com/users/joemccuiston/statuses/113857355234397029Happy Anniversary!","https://truthsocial.com/@realDonaldTrump/113872615551477730",6079,40073,2253,0.8279,"False",15,"Wednesday","False",0,0,"neutral","unknown",64.2,3,0.0444,1,1,0,0,1,0,"[]","short","True","[""AP""]","[]","[]","[]","[]",0.0039,"Personal","Praise","","positive","False","True"
"36",113872782548137328,2025-01-22 15:46:08.868,"I’m not looking to hurt Russia. I love the Russian people, and always had a very good relationship with President Putin - and this despite the Radical Left’s Russia, Russia, Russia HOAX. We must never forget that Russia helped us win the Second World War, losing almost 60,000,000 lives in the process. All of that being said, I’m going to do Russia, whose Economy is failing, and President Putin, a very big FAVOR. Settle now, and STOP this ridiculous War! IT’S ONLY GOING TO GET WORSE. If we don’t make a “deal,” and soon, I have no other choice but to put high levels of Taxes, Tariffs, and Sanctions on anything being sold by Russia to the United States, and various other participating countries. Let’s get this war, which never would have started if I were President, over with! We can do it the easy way, or the hard way - and the easy way is always better. It’s time to “MAKE A DEAL.” NO MORE LIVES SHOULD BE LOST!!!","https://truthsocial.com/@realDonaldTrump/113872782548137314",16293,75766,5914,0.7733,"False",15,"Wednesday","False",0.03,-0.7857,"negative","unknown",7,170,0.1377,17,5,0,0,0,0,"[]","medium","True","[""NYT"", ""Time""]","[""Putin""]","[""Russia"", ""the United States""]","[""Taxes"", ""the Radical Left\u2019s"", ""FAVOR""]","[""Russia HOAX"", ""Putin""]",0.0313,"Foreign Policy","Policy Statement","Russia","mixed","True","True"
"37",113873487944418848,2025-01-22 18:45:32.356,"Happy 20th Anniversary to Melania!","https://truthsocial.com/@realDonaldTrump/113873487944418855",14302,93619,11638,0.783,"False",18,"Wednesday","False",0.12,0.6114,"positive","unknown",12.3,5,0.1,0,1,0,0,0,0,"[]","short","True","[""AP""]","[]","[""Melania""]","[]","[]",0.0013,"Personal","Praise","Melania Trump","positive","False","True"
"38",113874735766176608,2025-01-23 00:02:52.604,"MSDNC is even worse than CNN. They shouldn’t even have a right to broadcast — Only in America! https://www.mediaite.com/media/cnn-reportedly-set-to-lay-off-hundreds-of-employees-as-trump-era-restructuring-begins/","https://truthsocial.com/@realDonaldTrump/113874735766176608",4436,19304,1318,0.7704,"False",0,"Thursday","False",0.22,-0.5255,"negative","unknown",24.6,19,0.0567,2,1,0,0,1,0,"[]","short","True","[""CNN""]","[]","[""America""]","[""MSDNC"", ""CNN""]","[]",0.0235,"Media","Insult","MSDNC","negative","False","True"
"39",113874737440816080,2025-01-23 00:03:18.155,"I am pleased to announce that L. Brent Bozell III will serve as the next CEO of the United States Agency for Global Media.As Founder and President of the Media Research Center for 38 years, few understand the Global Media landscape in print, television, and online better than Brent. He and his family have fought for the American principles of Liberty, Freedom, Equality, and Justice for generations, and he will ensure that message is heard by Freedom-loving people around the World. Brent will bring some much needed change to the U.S. Agency for Global Media.Congratulations Brent!","https://truthsocial.com/@realDonaldTrump/113874737440816090",4371,22732,465,0.8246,"False",0,"Thursday","False",0,0.9647,"positive","unknown",9.9,96,0.0816,4,1,0,0,0,0,"[]","short","True","[""AP""]","[]","[]","[""Liberty, Freedom, Equality"", ""Global Media"", ""Justice"", ""the Media Research Center"", ""the U.S. Agency"", ""the United States Agency"", ""the World.""]","[""Founder"", ""L. Brent Bozell III""]",6e-04,"Other","Policy Statement","L. Brent Bozell III","positive","True","True"
"40",113874738288379520,2025-01-23 00:03:31.089,"I am pleased to announce that Andrew F. Puzder will serve as the next United States Ambassador to the European Union. Andy is a successful attorney, businessman, economic commentator, and author. In 2000, he was named Chief Executive Officer of CKE Restaurants, Inc., parent of international restaurant chains Carl’s Jr and Hardee’s. During his 17 year tenure as CEO, Andy led the company out of serious financial difficulty, allowing it to survive, become financially secure, and grow. Andy will do an excellent job representing our Nation’s interests in this important region. Congratulations Andy!","https://truthsocial.com/@realDonaldTrump/113874738288379518",4029,22231,531,0.8298,"False",0,"Thursday","False",0,0.9633,"positive","unknown",11.3,93,0.061,3,1,0,0,0,0,"[]","short","False","[]","[]","[""United States""]","[""CKE Restaurants, Inc."", ""Nation"", ""the European Union""]","[""Andy"", ""Carl\u2019s Jr"", ""Andrew F. Puzder""]",6e-04,"Other","Policy Statement","Andrew F. Puzder","positive","True","True"
"41",113874811205486992,2025-01-23 00:22:03.716,"It is my great honor to appoint Sean Curran as the next Director of the United States Secret Service. Sean is a Great Patriot, who has protected my family over the past few years, and that is why I trust him to lead the Brave Men and Women of the United States Secret Service.Sean has 23 years of Law Enforcement experience, starting his career in Secret Service in 2001, as a Special Agent in the Newark Field Office, where he conducted protection, intelligence, investigations, recruitment, and logistics support for the district. During my First Term, Sean served as the Assistant Special Agent in Charge of the Presidential Protective Division, with direct oversight and responsibility of multiple protectees, and enhanced security plans for my residences.Sean has distinguished himself as a brilliant leader, who is capable of directing and leading operational security plans for some of the most complex Special Security Events in the History of our Country, and the World. He proved his fearless courage when he risked his own life to help save mine from an assassin’s bullet in Butler, Pennsylvania. I have complete and total confidence in Sean to make the United States Secret Service stronger than ever before.Thank you Sean, and Congratulations!","https://truthsocial.com/@realDonaldTrump/113874811205486989",9830,53124,2477,0.8119,"False",0,"Thursday","False",0.01,0.9973,"positive","unknown",13.9,204,0.056,0,1,0,0,0,0,"[]","medium","True","[""AP""]","[]","[""Secret Service""]","[""Law Enforcement"", ""Special Security Events"", ""the Brave Men and Women of the United States Secret Service"", ""the United States Secret Service"", ""the Newark Field Office"", ""Sean"", ""First Term"", ""the Presidential Protective Division""]","[""Sean Curran""]",7e-04,"Other","Policy Statement","Sean Curran","positive","True","True"
"42",113874843045385312,2025-01-23 00:30:09.555,"Will be on Fox News with Sean Hannity tonight at 9:00PM EST. Enjoy!","https://truthsocial.com/@realDonaldTrump/113874843045385307",6433,35167,3686,0.7766,"False",0,"Thursday","False",0.01,0.5411,"positive","unknown",5.8,13,0.2,2,1,0,0,0,0,"[]","short","True","[""Fox"", ""Fox News""]","[]","[]","[""Fox News""]","[""Sean Hannity""]",7e-04,"Media","Other","Fox News","neutral","False","True"
"43",113875324638453200,2025-01-23 02:32:38.081,"RT @realDonaldTrumpWill be on Fox News with Sean Hannity tonight at 9:00PM EST. Enjoy!","https://truthsocial.com/@realDonaldTrump/113875324638453211",0,0,0,0,"False",2,"Thursday","False",0.09,0.5411,"positive","unknown",9.3,14,0.2055,3,1,0,0,0,0,"[]","short","True","[""Fox"", ""Fox News""]","[]","[]","[""Fox News""]","[""Sean Hannity""]",9e-04,"Media","Other","Sean Hannity","positive","False","True"
"44",113878119879850624,2025-01-23 14:23:30.08,"A special thank you to great New Jersey Congressman Jeff Van Drew for his fight against a large scale Windmill DISASTER off the coast of Southern New Jersey. It needed MASSIVE GOVERNMENT SUBSIDY that was impossible to justify. Hopefully the project is dead and gone, as almost all unsightly and environmentally unsound Windmill project should be. Congratulations to the great people of New Jersey. You have FINALLY won your war on stupidity!!!","https://truthsocial.com/@realDonaldTrump/113878119879850620",9940,50425,2667,0.8,"False",14,"Thursday","False",0.49,0.7221,"positive","unknown",9.4,72,0.1532,5,3,0,0,0,0,"[]","short","False","[]","[]","[""New Jersey""]","[]","[""Windmill DISASTER"", ""Windmill"", ""Jeff Van Drew""]",0.3337,"Economy","Praise","Jeff Van Drew","positive","True","True"
"45",113878731844631888,2025-01-23 16:59:07.922,"https://youtu.be/I6ns70m_6r4","https://truthsocial.com/@realDonaldTrump/113878731844631883",3755,18380,581,0.8091,"False",16,"Thursday","False",0.11,0,"neutral","unknown",32,1,0.0357,0,0,0,0,1,0,"[]","short","False","[]","[]","[]","[]","[]",0.0024,"Other","Other","","neutral","False","True"
"46",113878733372141248,2025-01-23 16:59:31.23,"https://youtu.be/mQUmy6gkwWg","https://truthsocial.com/@realDonaldTrump/113878733372141257",4538,23422,932,0.8107,"False",16,"Thursday","False",0,0,"neutral","unknown",43.8,1,0.1071,0,0,0,0,1,0,"[]","short","False","[]","[]","[]","[]","[]",0.0345,"Other","Other","","neutral","False","True"
"47",113878735259604432,2025-01-23 17:00:00.031,"","https://truthsocial.com/@realDonaldTrump/113878735259604426",8136,38281,2535,0.782,"False",17,"Thursday","False",0,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"48",113879467079075104,2025-01-23 20:06:06.709,"https://www.youtube.com/live/A-DSB13ZWtg?si=zzBQF5MhOtdA9dQZ","https://truthsocial.com/@realDonaldTrump/113879467079075107",6467,27887,2260,0.7616,"False",20,"Thursday","False",0.13,0,"neutral","unknown",79.2,1,0.2333,0,0,1,0,1,0,"[]","short","False","[]","[]","[]","[]","[]",0.0038,"Other","Other","","neutral","False","True"
"49",113879694150150016,2025-01-23 21:03:51.543,"","https://truthsocial.com/@realDonaldTrump/113879694150150022",16661,66228,6826,0.7382,"False",21,"Thursday","False",0.04,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",0.002,"Other","Other","","neutral","False","False"
"50",113883512938932512,2025-01-24 13:15:01.635,"Great job on television by Brian Lanza. Thank you Brian!","https://truthsocial.com/@realDonaldTrump/113883512938932504",3048,17773,1104,0.8106,"False",13,"Friday","False",0.67,0.784,"positive","unknown",5.2,10,0.1064,0,1,0,0,0,0,"[]","short","False","[]","[]","[]","[]","[""Brian"", ""Brian Lanza""]",6e-04,"Personal","Praise","Brian Lanza","positive","False","True"
"51",113884264222871040,2025-01-24 16:26:05.315,"Departing the White House and headed to North Carolina and California…","https://truthsocial.com/@realDonaldTrump/113884264222871038",4421,24558,874,0.8226,"False",16,"Friday","False",0.13,0,"neutral","unknown",10.2,11,0.1,0,0,0,1,0,0,"[]","short","False","[]","[]","[""North Carolina"", ""California""]","[""the White House""]","[]",9e-04,"Personal","Other","","neutral","False","True"
"52",113884268951413824,2025-01-24 16:27:17.467,"Just landed in the Great State of North Carolina!","https://truthsocial.com/@realDonaldTrump/113884268951413821",5453,30023,1469,0.8126,"False",16,"Friday","False",0,0.6588,"positive","unknown",5,9,0.122,0,1,0,0,0,0,"[]","short","False","[]","[]","[""North Carolina""]","[]","[]",8e-04,"Personal","Other","North Carolina","positive","False","True"
"53",113884450290161648,2025-01-24 17:13:24.477,"https://www.foxnews.com/politics/fema-not-good-trump-announces-agency-overhaul-during-visit-north-carolina","https://truthsocial.com/@realDonaldTrump/113884450290161632",5435,24965,1367,0.7859,"False",17,"Friday","False",0.03,0,"neutral","unknown",232.6,1,0,0,0,0,0,1,0,"[]","short","True","[""Fox""]","[]","[]","[]","[]",7e-04,"Other","Policy Statement","FEMA","negative","True","True"
"54",113884477852261840,2025-01-24 17:20:25.04,"https://hannity.com/media-room/job-well-don-trumps-approval-hits-fifty-six-percent-post-inaugural-address/","https://truthsocial.com/@realDonaldTrump/113884477852261835",4910,24217,1624,0.7875,"False",17,"Friday","False",0,0,"neutral","unknown",268,1,0,0,0,0,0,1,0,"[]","short","True","[""AP""]","[]","[]","[]","[""https://hannity.com/media-room/job-well-don-trumps-approval-hits-fifty-six-percent-post-inaugural-address/""]",9e-04,"Media","Boast","Donald Trump","positive","False","True"
"55",113885325519769008,2025-01-24 20:55:59.425,"https://www.youtube.com/live/BtGt3VkVv8w?si=oHhcdBserQUJ9-Dk","https://truthsocial.com/@realDonaldTrump/113885325519768991",5061,22825,1145,0.7862,"False",20,"Friday","False",0.15,0,"neutral","unknown",91,1,0.1667,0,0,1,0,1,0,"[]","short","False","[]","[]","[]","[]","[]",0.0026,"Other","Other","","neutral","False","True"
